0 0        0       0     0.03289 0.00116 0.03618 0.00116  -0.07640  0.00106 -0.07626  0.00106 
70 0  0              0      0.01157  0.0004  0.01444  0.0004 -0.10106  0.0004 -0.09977  0.0004
140 38.4736 38.4663 0.0321 -0.0111 0.0004 -0.0037 0.0004 -0.1155 0.0004 -0.1138 0.0004 
280 61.9091 61.9664 0.0940 -0.0343 0.0004 -0.0256 0.0004 -0.1297 0.0004 -0.1263 0.0004  
420 68.0194 67.9788 0.1913 -0.0382 0.0004 -0.0319 0.0004 -0.1315 0.0004 -0.1283 0.0004 
