0 0        0       0     0.03289 0.00116 0.03618 0.00116  -0.07640  0.00106 -0.07626  0.00106  
70 0         0      0     0.01525  0.0004 0.02166  0.0004 -0.09562  0.0004 -0.09562  0.0004
140 27.0962 27.1120 0.0816 0.0063 0.0004 0.0124 0.0004 -0.1021 0.0004 -0.1029 0.0004 
280 40.6135 40.6337 0.2116 -0.0038 0.0004 0.0019 0.0004 -0.1109 0.0004 -0.1110 0.0004 
420 53.6888 53.5909 0.3216 -0.0158 0.0004 -0.0068 0.0004 -0.1187 0.0004 -0.1170 0.0004 
