# Created by R.Nencini on: 2022-05-11 
 
#1 System 
#2 Real system conc. = eti/waters * 55.5  
#3-#10 alpha1, alp1 err - beta2, beta2 err 
#11 repeat distance 
 
etidocaine_POPC_CHARMM_298K_Cl_countra_420mM_5200waters 416.2 -0.0044 0.0010 0.0044 0.0011 -0.1094 0.0009 -0.1089 0.0009  5.9 
etidocaine_POPC_CHARMM_298K_Cl_countra_420mM_19900waters 418.9 -0.0170 0.0014 -0.0128 0.0017 -0.1206 0.0012 -0.1165 0.0011  12.2 
etidocaine_POPC_CHARMM_298K_Cl_countra_420mM_19900waters_1212 418.9 -0.0158 0.0008 -0.0068 0.0010 -0.1187 0.0007 -0.1170 0.0007  12.3 
etidocaine_POPC_CHARMM_298K_Cl_countra_420mM_19900waters_overbind 418.9 -0.0196 0.0013 -0.0117 0.0012 -0.1210 0.0009 -0.1199 0.0009  12.2 
